Species_ID	Gene_ID	Group	Annotation
Hsap	NP_036318.1	Fox	Fox-E3
Mang	XP_045751381.1	Fox	Fox-E3
Hamp	XP_057562286.1	Fox	Fox-E3
Drot	XP_053777352.1	Fox	Fox-E3
Ttru	XP_033709174.1	Fox	Fox-E3
Pafr	XP_047647470.1	Fox	Fox-E3
Ptig	XP_042852491.1	Fox	Fox-E3
Clup	XP_038413565.1	Fox	Fox-E3
Rfer	XP_032971209.1	Fox	Fox-E3
Bmus	XP_036690899.1	Fox	Fox-E3
Pgig	XP_039712722.1	Fox	Fox-E3
Bbub	XP_025144571.1	Fox	Fox-E3
Cdro	XP_031321430.1	Fox	Fox-E3
Tman	XP_023582802.1	Fox	Fox-E3
Pgig	XP_039738800.1	Fox	Fox-E3
Mmus	NP_056573.1	Fox	Fox-E3
Mjav	XP_036877848.1	Fox	Fox-E3
Casi	XP_006839917.1	Fox	Fox-E3
Dnov	XP_058160703.1	Fox	Fox-E3
Lcat	XP_045401422.1	Fox	Fox-E3
Cimi	XP_017365578.1	Fox	Fox-E3
Cdid	XP_037672792.1	Fox	Fox-E3
Opri	XP_004598546.1	Fox	Fox-E3
Scar	XP_047375686.1	Fox	Fox-E3
Oana	XP_001516678.2	Fox	Fox-D4
Pgig	XP_039744744.1	Fox	Fox-D4
Hamp	XP_057576439.1	Fox	Fox-D4
Pafr	XP_047625506.1	Fox	Fox-D4
Hsap	NP_001119806.1	Fox	Fox-D4
Emax	XP_049752498.1	Fox	Fox-D4
Cdid	XP_037706680.1	Fox	Fox-D4
Hsap	NP_954714.2	Fox	Fox-D4
Rfer	XP_032979406.1	Fox	Fox-D4
Ttru	XP_033714036.1	Fox	Fox-D4
Ptig	XP_042820135.1	Fox	Fox-D4
Cdro	XP_010998361.2	Fox	Fox-D4
Mang	XP_045739597.1	Fox	Fox-D4
Scar	XP_047380997.1	Fox	Fox-D4
Drot	XP_053785855.1	Fox	Fox-D4
Hsap	NP_001078945.1	Fox	Fox-D4
Amel	XP_034503132.1	Fox	Fox-D4
Oafe	XP_007954771.1	Fox	Fox-D4
Equa	XP_046519849.1	Fox	Fox-D4
Bbub	XP_025137372.3	Fox	Fox-D4
Dnov	XP_023444807.2	Fox	Fox-D4
Bmus	XP_036712053.1	Fox	Fox-D4
Hsap	NP_036316.1	Fox	Fox-D4
Opri	XP_004591937.2	Fox	Fox-D4
Cimi	XP_017398902.1	Fox	Fox-D4
Mdom	XP_001373972.1	Fox	Fox-D4
Mmus	NP_032048.1	Fox	Fox-D4
Hsap	NP_997188.2	Fox	Fox-D4
Hsap	NP_954586.4	Fox	Fox-D4
Csim	XP_014650927.1	Fox	Fox-D4
Cpor	XP_013010584.1	Fox	Fox-D4
Mjav	XP_036847234.1	Fox	Fox-D4
Casi	XP_006863895.1	Fox	Fox-D4
Mang	XP_045757341.1	Fox	N/A
Clup	XP_038401447.1	Fox	N/A
Amel	XP_019655962.1	Fox	N/A
Clup	XP_038439326.1	Fox	N/A
Ggal	NP_001382914.1	Fox	Fox-C1
Cimi	XP_017353003.1	Fox	Fox-C1
Oana	XP_028912285.1	Fox	Fox-C1
Dnov	XP_058141148.1	Fox	Fox-C1
Bbub	XP_025120521.1	Fox	Fox-C1
Drot	XP_053776986.1	Fox	Fox-C1
Rfer	XP_032971521.1	Fox	Fox-C1
Mdom	XP_007488114.2	Fox	Fox-C1
Casi	XP_006870626.1	Fox	Fox-C1
Pafr	XP_047652737.1	Fox	Fox-C1
Bmus	XP_036726614.1	Fox	Fox-C1
Hamp	XP_057555406.1	Fox	Fox-C1
Lcat	XP_045407522.1	Fox	Fox-C1
Opri	XP_058524289.1	Fox	Fox-C1
Cdid	XP_037699408.1	Fox	Fox-C1
Hsap	NP_001444.2	Fox	Fox-C1
Mjav	XP_036867643.1	Fox	Fox-C1
Scar	XP_047413053.1	Fox	Fox-C1
Cdro	XP_031291159.1	Fox	Fox-C1
Mmus	NP_032618.2	Fox	Fox-C1
Emax	XP_049738278.1	Fox	Fox-C1
Oafe	XP_007933566.1	Fox	Fox-C1
Mang	XP_045722432.1	Fox	Fox-C1
Ttru	XP_019800382.2	Fox	Fox-C1
Oana	XP_028909462.1	Fox	Fox-C1
Equa	XP_046496475.1	Fox	Fox-C1
Pgig	XP_039725399.1	Fox	Fox-C1
Shar	XP_023352145.2	Fox	Fox-C1
Ptig	XP_042841201.1	Fox	Fox-C1
Amel	XP_034516093.1	Fox	Fox-C1
Clup	XP_038439885.1	Fox	Fox-C1
Scar	XP_047385678.1	Fox	Fox-C2
Mjav	XP_036849635.1	Fox	Fox-C2
Cdro	XP_031292483.1	Fox	Fox-C2
Ttru	XP_033700545.1	Fox	Fox-C2
Tman	XP_023588281.1	Fox	Fox-C2
Csim	XP_004437101.1	Fox	Fox-C2
Pafr	XP_047648754.1	Fox	Fox-C2
Mjav	XP_036849634.1	Fox	Fox-C2
Rfer	XP_032982997.1	Fox	Fox-C2
Pgig	XP_039744659.1	Fox	Fox-C2
Ggal	NP_001382975.1	Fox	Fox-C2
Clup	XP_038394038.1	Fox	Fox-C2
Opri	XP_058530600.1	Fox	Fox-C2
Amel	XP_034495216.1	Fox	Fox-C2
Bmus	XP_036688981.1	Fox	Fox-C2
Lcat	XP_045389072.1	Fox	Fox-C2
Cpor	XP_005008627.1	Fox	Fox-C2
Mmus	NP_038547.2	Fox	Fox-C2
Oafe	XP_007937406.1	Fox	Fox-C2
Cdid	XP_037671788.1	Fox	Fox-C2
Bbub	XP_006080917.3	Fox	Fox-C2
Emax	XP_049720645.1	Fox	Fox-C2
Rfer	XP_032982975.1	Fox	Fox-C2
Equa	XP_046539000.1	Fox	Fox-C2
Ptig	XP_042825379.1	Fox	Fox-C2
Mang	XP_045746247.1	Fox	Fox-C2
Cimi	XP_017399160.1	Fox	Fox-C2
Drot	XP_053772216.1	Fox	Fox-C2
Hsap	NP_005242.1	Fox	Fox-C2
Hamp	XP_057568935.1	Fox	Fox-C2
Mdom	XP_001365891.1	Fox	Fox-C2
Dnov	XP_004450287.3	Fox	Fox-C2
Casi	XP_006860181.1	Fox	Fox-C2
Oana	XP_039769457.1	Fox	Fox-C2
Shar	XP_031806033.1	Fox	Fox-C2
Oana	XP_028921129.1	Fox	Hnf-3g/Fox-A3
Hsap	NP_004488.2	Fox	Hnf-3g/Fox-A3
Pafr	XP_047645608.1	Fox	Hnf-3g/Fox-A3
Ptig	XP_042825317.1	Fox	Hnf-3g/Fox-A3
Mjav	XP_017507570.1	Fox	Hnf-3g/Fox-A3
Mmus	NP_032286.1	Fox	Hnf-3g/Fox-A3
Casi	XP_006871384.1	Fox	Hnf-3g/Fox-A3
Shar	XP_031817519.1	Fox	Hnf-3g/Fox-A3
Oafe	XP_007941248.1	Fox	Hnf-3g/Fox-A3
Ttru	XP_033701564.1	Fox	Hnf-3g/Fox-A3
Mang	XP_045746361.1	Fox	Hnf-3g/Fox-A3
Clup	XP_038384456.1	Fox	Hnf-3g/Fox-A3
Opri	XP_004597990.1	Fox	Hnf-3g/Fox-A3
Hamp	XP_057566925.1	Fox	Hnf-3g/Fox-A3
Rfer	XP_032982943.1	Fox	Hnf-3g/Fox-A3
Dnov	XP_004481594.1	Fox	Hnf-3g/Fox-A3
Emax	XP_049757192.1	Fox	Hnf-3g/Fox-A3
Pgig	XP_039722184.1	Fox	Hnf-3g/Fox-A3
Tman	XP_004381648.1	Fox	Hnf-3g/Fox-A3
Mdom	XP_001364242.1	Fox	Hnf-3g/Fox-A3
Bmus	XP_036689576.1	Fox	Hnf-3g/Fox-A3
Equa	XP_046539522.1	Fox	Hnf-3g/Fox-A3
Bbub	XP_025125137.1	Fox	Hnf-3g/Fox-A3
Csim	XP_004440228.1	Fox	Hnf-3g/Fox-A3
Cimi	XP_017358010.1	Fox	Hnf-3g/Fox-A3
Scar	XP_047384662.1	Fox	Hnf-3g/Fox-A3
Cdid	XP_037675543.1	Fox	Hnf-3g/Fox-A3
Lcat	XP_045387339.1	Fox	Hnf-3g/Fox-A3
Cdro	XP_010985920.2	Fox	Hnf-3g/Fox-A3
Cpor	XP_003464639.1	Fox	Hnf-3g/Fox-A3
Amel	XP_002928546.3	Fox	Hnf-3g/Fox-A3
Drot	XP_024425331.1	Fox	Hnf-3g/Fox-A3
Ggal	XP_025006986.1	Fox	Hnf-3a/Fox-A1
Pafr	XP_047652638.1	Fox	Hnf-3a/Fox-A1
Emax	XP_049755462.1	Fox	Hnf-3a/Fox-A1
Cimi	XP_017386340.1	Fox	Hnf-3a/Fox-A1
Csim	XP_004436444.1	Fox	Hnf-3a/Fox-A1
Cpor	XP_013010026.1	Fox	Hnf-3a/Fox-A1
Ttru	XP_004326816.1	Fox	Hnf-3a/Fox-A1
Lcat	XP_045424245.1	Fox	Hnf-3a/Fox-A1
Scar	XP_047398474.1	Fox	Hnf-3a/Fox-A1
Mjav	XP_017504124.1	Fox	Hnf-3a/Fox-A1
Mang	XP_045757926.1	Fox	Hnf-3a/Fox-A1
Mmus	XP_017170451.1	Fox	Hnf-3a/Fox-A1
Casi	XP_006835393.1	Fox	Hnf-3a/Fox-A1
Dnov	XP_004453895.1	Fox	Hnf-3a/Fox-A1
Cdro	XP_010982088.2	Fox	Hnf-3a/Fox-A1
Clup	XP_038400478.1	Fox	Hnf-3a/Fox-A1
Hsap	NP_004487.2	Fox	Hnf-3a/Fox-A1
Ptig	XP_042845515.1	Fox	Hnf-3a/Fox-A1
Pgig	XP_039712440.1	Fox	Hnf-3a/Fox-A1
Shar	XP_003756460.3	Fox	Hnf-3a/Fox-A1
Amel	XP_019662027.2	Fox	Hnf-3a/Fox-A1
Oafe	XP_007936759.1	Fox	Hnf-3a/Fox-A1
Hamp	XP_057579078.1	Fox	Hnf-3a/Fox-A1
Bbub	XP_006074313.1	Fox	Hnf-3a/Fox-A1
Equa	XP_046511415.1	Fox	Hnf-3a/Fox-A1
Tman	XP_004376553.1	Fox	Hnf-3a/Fox-A1
Rfer	XP_032965023.1	Fox	Hnf-3a/Fox-A1
Drot	XP_053783670.1	Fox	Hnf-3a/Fox-A1
Opri	XP_004584835.2	Fox	Hnf-3a/Fox-A1
Mdom	XP_003339496.3	Fox	Hnf-3a/Fox-A1
Cdid	XP_037690784.1	Fox	Hnf-3a/Fox-A1
Bmus	XP_036697173.1	Fox	Hnf-3a/Fox-A1
Oana	XP_028934365.1	Fox	Hnf-3a/Fox-A1
Shar	XP_031825225.1	Fox	Fox-E1
Casi	XP_006863203.1	Fox	Fox-E1
Ggal	XP_040561338.1	Fox	Fox-E1
Oana	XP_007660203.2	Fox	Fox-E1
Mdom	XP_001372714.1	Fox	Fox-E1
Shar	XP_031824414.1	Fox	Fox-E1
Mang	XP_045737945.1	Fox	Fox-E1
Hamp	XP_057576142.1	Fox	Fox-E1
Lcat	XP_045418451.1	Fox	Fox-E1
Equa	XP_046500267.1	Fox	Fox-E1
Hsap	NP_004464.2	Fox	Fox-E1
Amel	XP_019650476.2	Fox	Fox-E1
Csim	XP_004423293.1	Fox	Fox-E1
Drot	XP_053778384.1	Fox	Fox-E1
Cimi	XP_017383334.1	Fox	Fox-E1
Cdro	XP_031305931.1	Fox	Fox-E1
Rfer	XP_032978155.1	Fox	Fox-E1
Bbub	XP_006080990.4	Fox	Fox-E1
Cdid	XP_037654444.1	Fox	Fox-E1
Ttru	XP_019804445.2	Fox	Fox-E1
Dnov	XP_004454020.1	Fox	Fox-E1
Clup	XP_038408835.1	Fox	Fox-E1
Pafr	XP_047623959.1	Fox	Fox-E1
Opri	XP_004581237.3	Fox	Fox-E1
Scar	XP_047379621.1	Fox	Fox-E1
Pgig	XP_039711385.1	Fox	Fox-E1
Mmus	NP_899121.1	Fox	Fox-E1
Emax	XP_049752918.1	Fox	Fox-E1
Bmus	XP_036710285.1	Fox	Fox-E1
Ptig	XP_042821250.1	Fox	Fox-E1
Mjav	XP_036860072.1	Fox	Fox-E1
Ggal	NP_990282.3	Fox	Fox-D3
Drot	XP_053776629.1	Fox	Fox-D3
Cdro	XP_031321142.1	Fox	Fox-D3
Ttru	XP_019774777.1	Fox	Fox-D3
Oana	XP_007663453.2	Fox	Fox-D3
Amel	XP_034509500.1	Fox	Fox-D3
Clup	XP_038391469.1	Fox	Fox-D3
Cdid	XP_037682960.1	Fox	Fox-D3
Mmus	NP_034555.3	Fox	Fox-D3
Cimi	XP_017397049.1	Fox	Fox-D3
Casi	XP_006862529.1	Fox	Fox-D3
Emax	XP_049731927.1	Fox	Fox-D3
Ptig	XP_042852934.1	Fox	Fox-D3
Scar	XP_047371747.1	Fox	Fox-D3
Bmus	XP_036709961.1	Fox	Fox-D3
Opri	XP_058516851.1	Fox	Fox-D3
Dnov	XP_004448976.1	Fox	Fox-D3
Mjav	XP_036880296.1	Fox	Fox-D3
Tman	XP_004369185.1	Fox	Fox-D3
Hsap	NP_036315.1	Fox	Fox-D3
Lcat	XP_045402384.1	Fox	Fox-D3
Bbub	XP_025144350.1	Fox	Fox-D3
Mang	XP_045751362.1	Fox	Fox-D3
Hamp	XP_057560293.1	Fox	Fox-D3
Pafr	XP_047648179.1	Fox	Fox-D3
Shar	XP_031824242.1	Fox	Fox-D3
Pgig	XP_039739159.1	Fox	Fox-D3
Rfer	XP_032969240.1	Fox	Fox-D3
Mdom	XP_056670078.1	Fox	Fox-D3
Scar	XP_047393167.1	Fox	Fox-N3
Opri	XP_058511345.1	Fox	Fox-N3
Cpor	XP_003472517.1	Fox	Fox-N3
Mmus	XP_006516295.1	Fox	Fox-N3
Hsap	NP_001078940.1	Fox	Fox-N3
Lcat	XP_045418142.1	Fox	Fox-N3
Cdro	XP_031310026.1	Fox	Fox-N3
Rfer	XP_032965297.1	Fox	Fox-N3
Bbub	XP_045018818.1	Fox	Fox-N3
Equa	XP_046503458.1	Fox	Fox-N3
Pgig	XP_039739926.1	Fox	Fox-N3
Bmus	XP_036697221.1	Fox	Fox-N3
Ttru	XP_019775018.1	Fox	Fox-N3
Mjav	XP_036847649.1	Fox	Fox-N3
Csim	XP_014645970.1	Fox	Fox-N3
Drot	XP_024424133.1	Fox	Fox-N3
Opri	XP_058516899.1	Fox	Fox-N3
Cimi	XP_017380034.1	Fox	Fox-N3
Bbub	XP_006061543.1	Fox	Fox-N3
Pafr	XP_047652286.1	Fox	Fox-N3
Hamp	XP_057589083.1	Fox	Fox-N3
Cimi	XP_017372373.1	Fox	Fox-R2
Hsap	NP_940853.1	Fox	Fox-R2
Mdom	XP_007478014.2	Fox	Fox-I2
Mjav	XP_017495569.2	Fox	Fox-I2
Shar	XP_031812885.1	Fox	Fox-I2
Cdro	XP_031317856.1	Fox	Fox-I2
Cdid	XP_037661256.1	Fox	Fox-I2
Hamp	XP_057593248.1	Fox	Fox-I2
Ttru	XP_019795179.2	Fox	Fox-I2
Ptig	XP_042815793.1	Fox	Fox-I2
Bmus	XP_036685524.1	Fox	Fox-I2
Oafe	XP_007935078.1	Fox	Fox-I2
Bbub	XP_025129910.2	Fox	Fox-I2
Cimi	XP_017393376.1	Fox	Fox-I2
Lcat	XP_045424382.1	Fox	Fox-I2
Mmus	NP_899016.2	Fox	Fox-I2
Opri	XP_004579799.2	Fox	Fox-I2
Scar	XP_047407992.1	Fox	Fox-I2
Tman	XP_004375038.1	Fox	Fox-I2
Dnov	XP_004479387.2	Fox	Fox-I2
Amel	XP_034517693.1	Fox	Fox-I2
Rfer	XP_032986720.1	Fox	Fox-I2
Equa	XP_046508191.1	Fox	Fox-I2
Casi	XP_006867537.1	Fox	Fox-I2
Pafr	XP_047617388.1	Fox	Fox-I2
Csim	XP_014649530.1	Fox	Fox-I2
Drot	XP_045047252.2	Fox	Fox-I2
Hsap	NP_997309.2	Fox	Fox-I2
Mang	XP_045732277.1	Fox	Fox-I2
Cpor	XP_003479857.1	Fox	Fox-I2
Clup	XP_038433915.1	Fox	Fox-I2
Ggal	NP_990523.3	Fox	Fox-D1
Lcat	XP_045421654.1	Fox	Fox-D1
Oana	XP_028933047.1	Fox	Fox-D1
Cimi	XP_017383122.1	Fox	Fox-D1
Drot	XP_053781190.1	Fox	Fox-D1
Pafr	XP_047630421.1	Fox	Fox-D1
Clup	XP_038385555.1	Fox	Fox-D1
Shar	XP_031822455.1	Fox	Fox-D1
Bmus	XP_036703665.1	Fox	Fox-D1
Mdom	XP_056680722.1	Fox	Fox-D1
Ttru	XP_019784789.1	Fox	Fox-D1
Cdid	XP_037657638.1	Fox	Fox-D1
Mmus	NP_032268.2	Fox	Fox-D1
Scar	XP_047412450.1	Fox	Fox-D1
Dnov	XP_058161988.1	Fox	Fox-D1
Hsap	NP_004463.1	Fox	Fox-D1
Cdro	XP_031302569.1	Fox	Fox-D1
Rfer	XP_032965774.1	Fox	Fox-D1
Emax	XP_049721422.1	Fox	Fox-D1
Bbub	XP_025126650.2	Fox	Fox-D1
Pgig	XP_039714034.1	Fox	Fox-D1
Hamp	XP_057554809.1	Fox	Fox-D1
Mjav	XP_036882073.1	Fox	Fox-D1
Ptig	XP_042844167.1	Fox	Fox-D1
Mang	XP_045742895.1	Fox	Fox-D1
Opri	XP_058512313.1	Fox	Fox-D1
Ptig	XP_042823025.1	Fox	N/A
Cdro	XP_031325602.1	Fox	N/A
Dnov	XP_058140947.1	Fox	N/A
Cdid	XP_037666595.1	Fox	N/A
Shar	XP_023357319.1	Fox	Fox-N3
Mdom	XP_056666520.1	Fox	Fox-N3
Oana	XP_028914735.1	Fox	Fox-N3
Ggal	XP_015143223.2	Fox	Fox-N3
Ggal	XP_425185.2	Fox	Fox-I1
Cpor	XP_003473379.2	Fox	Fox-I1
Cdro	XP_031293629.1	Fox	Fox-I1
Pgig	XP_039732217.1	Fox	Fox-I1
Pafr	XP_047640916.1	Fox	Fox-I1
Lcat	XP_045408637.1	Fox	Fox-I1
Cimi	XP_017403198.1	Fox	Fox-I1
Oafe	XP_007937941.1	Fox	Fox-I1
Csim	XP_004428597.1	Fox	Fox-I1
Cdid	XP_037655181.1	Fox	Fox-I1
Hsap	NP_036320.2	Fox	Fox-I1
Ptig	XP_007077705.2	Fox	Fox-I1
Mdom	XP_001370284.1	Fox	Fox-I1
Ttru	XP_033711041.1	Fox	Fox-I1
Shar	XP_003756860.1	Fox	Fox-I1
Rfer	XP_032952356.1	Fox	Fox-I1
Mjav	XP_017510459.2	Fox	Fox-I1
Casi	XP_006864891.1	Fox	Fox-I1
Mmus	NP_076396.3	Fox	Fox-I1
Scar	XP_047412385.1	Fox	Fox-I1
Drot	XP_024432893.2	Fox	Fox-I1
Hamp	XP_057605245.1	Fox	Fox-I1
Amel	XP_002931169.2	Fox	Fox-I1
Opri	XP_004587500.1	Fox	Fox-I1
Mang	XP_045743383.1	Fox	Fox-I1
Equa	XP_046524041.1	Fox	Fox-I1
Bmus	XP_036703672.1	Fox	Fox-I1
Oana	XP_028905836.1	Fox	Fox-I1
Tman	XP_004371270.1	Fox	Fox-I1
Emax	XP_049714816.1	Fox	Fox-I1
Clup	XP_038389675.1	Fox	Fox-I1
Bbub	XP_006075587.1	Fox	Fox-I1
Dnov	XP_004460267.2	Fox	Fox-I1
Ggal	NP_990283.1	Fox	Fox-D2
Emax	XP_049731922.1	Fox	Fox-D2
Cdro	XP_031320938.1	Fox	Fox-D2
Ptig	XP_042852978.1	Fox	Fox-D2
Cdid	XP_037683211.1	Fox	Fox-D2
Clup	XP_038413506.1	Fox	Fox-D2
Mang	XP_045751380.1	Fox	Fox-D2
Oafe	XP_007944900.1	Fox	Fox-D2
Drot	XP_053776598.1	Fox	Fox-D2
Equa	XP_046519295.1	Fox	Fox-D2
Hamp	XP_057551251.1	Fox	Fox-D2
Cpor	XP_003461518.1	Fox	Fox-D2
Csim	XP_004438679.1	Fox	Fox-D2
Casi	XP_006839796.1	Fox	Fox-D2
Scar	XP_053599256.1	Fox	Fox-D2
Shar	XP_031825021.1	Fox	Fox-D2
Cimi	XP_017365579.1	Fox	Fox-D2
Mdom	XP_003340123.1	Fox	Fox-D2
Bmus	XP_036724630.1	Fox	Fox-D2
Pafr	XP_047645114.1	Fox	Fox-D2
Cdro	XP_031319575.1	Fox	Fox-D2
Mjav	XP_036877843.1	Fox	Fox-D2
Hsap	NP_004465.3	Fox	Fox-D2
Dnov	XP_004447059.1	Fox	Fox-D2
Amel	XP_034511495.1	Fox	Fox-D2
Oafe	XP_007944917.1	Fox	Fox-D2
Bbub	XP_025144570.1	Fox	Fox-D2
Ttru	XP_019793278.1	Fox	Fox-D2
Rfer	XP_032969197.1	Fox	Fox-D2
Tman	XP_004371825.1	Fox	Fox-D2
Oana	XP_028902568.1	Fox	Fox-D2
Opri	XP_004598554.3	Fox	Fox-D2
Pgig	XP_039741502.1	Fox	Fox-D2
Mmus	NP_032619.1	Fox	Fox-D2
Lcat	XP_045401421.1	Fox	Fox-D2
Csim	XP_004433028.1	Fox	N/A
Rfer	XP_032946066.1	Fox	N/A
Pgig	XP_039715358.1	Fox	N/A
Emax	XP_049754885.1	Fox	Fox-N3
Tman	XP_023587457.1	Fox	Fox-N3
Cdid	XP_037678324.1	Fox	N/A
Dnov	XP_004462180.1	Fox	N/A
Bbub	XP_006068529.1	Fox	N/A
Mang	XP_045748670.1	Fox	N/A
Pafr	XP_047620398.1	Fox	N/A
Bmus	XP_036694953.1	Fox	N/A
Cdro	XP_010983165.1	Fox	N/A
Hamp	XP_057573282.1	Fox	N/A
Rfer	XP_032949909.1	Fox	N/A
Equa	XP_046528957.1	Fox	N/A
Pgig	XP_039707370.1	Fox	N/A
Amel	XP_002930558.1	Fox	N/A
Mjav	XP_017524585.2	Fox	N/A
Clup	XP_038442440.1	Fox	N/A
Mdom	XP_007483490.1	Fox	N/A
Shar	XP_023358615.2	Fox	N/A
Ggal	NP_001382146.1	Fox	N/A
Mjav	XP_036853444.1	Fox	N/A
Pafr	XP_047615141.1	Fox	N/A
Bmus	XP_036692188.1	Fox	N/A
Ttru	XP_033703709.1	Fox	N/A
Bbub	XP_006053445.2	Fox	N/A
Oana	XP_039768943.1	Fox	Fox-N2
Shar	XP_031806310.1	Fox	Fox-N2
Pgig	XP_039743145.1	Fox	Fox-N2
Emax	XP_049726307.1	Fox	Fox-N2
Casi	XP_006839498.1	Fox	Fox-N2
Csim	XP_004436724.1	Fox	Fox-N2
Cdro	XP_031322832.1	Fox	Fox-N2
Amel	XP_011215591.1	Fox	Fox-N2
Bmus	XP_036729273.1	Fox	Fox-N2
Tman	XP_023591138.1	Fox	Fox-N2
Dnov	XP_023444629.2	Fox	Fox-N2
Lcat	XP_045405515.1	Fox	Fox-N2
Hsap	XP_047300063.1	Fox	Fox-N2
Opri	XP_058523737.1	Fox	Fox-N2
Cimi	XP_017404014.1	Fox	Fox-N2
Clup	XP_038407168.1	Fox	Fox-N2
Drot	XP_053780764.1	Fox	Fox-N2
Mang	XP_045740997.1	Fox	Fox-N2
Scar	XP_047378662.1	Fox	Fox-N2
Equa	XP_046519098.1	Fox	Fox-N2
Ptig	XP_042837276.1	Fox	Fox-N2
Pafr	XP_047638079.1	Fox	Fox-N2
Cdid	XP_037662960.1	Fox	Fox-N2
Ggal	XP_046794679.1	Fox	Fox-N2
Oafe	XP_007952184.1	Fox	Fox-N2
Mmus	XP_036016210.1	Fox	Fox-N2
Mjav	XP_017530752.1	Fox	Fox-N2
Hamp	XP_057599130.1	Fox	Fox-N2
Cpor	XP_003473126.1	Fox	Fox-N2
Bbub	XP_044781825.1	Fox	Fox-N2
Mdom	XP_001375500.1	Fox	Fox-N2
Ttru	XP_033694467.1	Fox	Fox-N2
Rfer	XP_032981124.1	Fox	Fox-N2
Emax	XP_049728576.1	Fox	Fox-R2
Tman	XP_004391284.1	Fox	Fox-R2
Shar	XP_031815965.1	Fox	Fox-R1
Drot	XP_024426718.1	Fox	Fox-R1
Mdom	XP_001380644.1	Fox	Fox-R1
Oana	XP_028931756.1	Fox	Fox-R1
Casi	XP_006834052.1	Fox	Fox-R1
Equa	XP_046540933.1	Fox	Fox-R1
Mmus	NP_001028641.1	Fox	Fox-R1
Cpor	XP_003472699.1	Fox	Fox-R1
Bbub	XP_044785576.1	Fox	Fox-R1
Pgig	XP_039722531.1	Fox	Fox-R1
Rfer	XP_032976774.1	Fox	Fox-R1
Ptig	XP_042814206.1	Fox	Fox-R1
Bmus	XP_036721689.1	Fox	Fox-R1
Bmus	XP_036715648.1	Fox	Fox-R1
Cdro	XP_031299399.1	Fox	Fox-R1
Pafr	XP_047609433.1	Fox	Fox-R1
Hsap	XP_016873064.1	Fox	Fox-R1
Cdid	XP_037695751.1	Fox	Fox-R1
Csim	XP_004427297.1	Fox	Fox-R1
Emax	XP_049713316.1	Fox	Fox-R1
Mjav	XP_017505694.2	Fox	Fox-R1
Hsap	NP_859072.1	Fox	Fox-R1
Lcat	XP_045412286.1	Fox	Fox-R1
Dnov	XP_023443955.1	Fox	Fox-R1
Amel	XP_034521812.1	Fox	Fox-R1
Hamp	XP_057603312.1	Fox	Fox-R1
Tman	XP_004385753.1	Fox	Fox-R1
Oafe	XP_007934779.1	Fox	Fox-R1
Clup	XP_038391436.1	Fox	Fox-R1
Scar	XP_047373976.1	Fox	Fox-R1
Opri	XP_058519782.1	Fox	Fox-R1
Ttru	XP_033717853.1	Fox	Fox-R1
Oafe	XP_007947037.1	Fox	Fox-R1
Mang	XP_045748841.1	Fox	Fox-R1
Cimi	XP_017378961.1	Fox	Fox-R1
Lcat	XP_045383006.1	Fox	Fox-K2
Casi	XP_006869677.1	Fox	Fox-K2
Mmus	XP_011247520.1	Fox	Fox-K2
Drot	XP_024409582.3	Fox	Fox-K2
Cpor	XP_013002484.1	Fox	Fox-K2
Tman	XP_023584943.1	Fox	Fox-K2
Scar	XP_047400835.1	Fox	Fox-K2
Opri	XP_058532091.1	Fox	Fox-K2
Oafe	XP_007957978.1	Fox	Fox-K2
Hsap	NP_004505.2	Fox	Fox-K2
Emax	XP_049715130.1	Fox	Fox-K2
Cimi	XP_017380207.1	Fox	Fox-K2
Hamp	XP_057574401.1	Fox	N/A
Hamp	XP_057571581.1	Fox	N/A
Lcat	XP_045397194.1	Fox	Fox-K1
Bmus	XP_036681953.1	Fox	Fox-K1
Pgig	XP_039734750.1	Fox	Fox-K1
Equa	XP_046521295.1	Fox	Fox-K1
Hsap	NP_001032242.1	Fox	Fox-K1
Emax	XP_049758808.1	Fox	Fox-K1
Oana	XP_028905334.1	Fox	Fox-K1
Opri	XP_012786071.2	Fox	Fox-K1
Cimi	XP_017389267.1	Fox	Fox-K1
Drot	XP_053782069.1	Fox	Fox-K1
Cpor	XP_023420906.1	Fox	Fox-K1
Dnov	XP_004454003.2	Fox	Fox-K1
Scar	XP_047389516.1	Fox	Fox-K1
Csim	XP_004440941.1	Fox	Fox-K1
Mmus	NP_951031.2	Fox	Fox-K1
Shar	XP_031796898.1	Fox	Fox-K1
Hamp	XP_057604533.1	Fox	Fox-K1
Mang	XP_045731846.1	Fox	Fox-K1
Casi	XP_006859933.1	Fox	Fox-K1
Clup	XP_038395513.1	Fox	Fox-K1
Cdid	XP_037669880.1	Fox	Fox-K1
Pafr	XP_047635407.1	Fox	Fox-K1
Tman	XP_004380896.3	Fox	Fox-K1
Amel	XP_011219634.2	Fox	Fox-K1
Mjav	XP_036866572.1	Fox	Fox-K1
Ttru	XP_019802935.2	Fox	Fox-K1
Cdro	XP_031327189.1	Fox	Fox-K1
Mdom	XP_056662440.1	Fox	Fox-K1
Ptig	XP_042828249.1	Fox	Fox-K1
Rfer	XP_032951743.1	Fox	Fox-K1
Oafe	XP_007941047.1	Fox	Fox-K1
Ggal	XP_015149844.1	Fox	Fox-K1
Bbub	XP_025131152.1	Fox	Fox-K1
Hsap	NP_001400854.1	Fox	Fox-M1
Lcat	XP_045410542.1	Fox	N/A
