Dataset	Group_of_genes	GO.ID	Term	Annotated	Significant	Expected	classicFisher
Mammalia	Group_1_+_Group_2	GO:0046636	negative_regulation_of_alpha-beta_T_cell_activation	35	4	1.3	0.03930
Mammalia	Group_1_+_Group_2	GO:0043331	response_to_dsRNA	36	4	1.33	0.04297
Mammalia	Group_1_+_Group_2	GO:0035307	positive_regulation_of_protein_dephosphorylation	36	4	1.33	0.04297
Mammalia	Group_1_+_Group_2	GO:0030890	positive_regulation_of_B_cell_proliferation	37	4	1.37	0.04682
Mammalia	Group_1_+_Group_2	GO:0038095	Fc-epsilon_receptor_signaling_pathway	5	3	0.19	0.00048
Mammalia	Group_1_+_Group_2	GO:0045959	negative_regulation_of_complement_activation,_classical_pathway	5	3	0.19	0.00048
Mammalia	Group_1_+_Group_2	GO:0038156	interleukin-3-mediated_signaling_pathway	7	3	0.26	0.00158
Mammalia	Group_1_+_Group_2	GO:0051838	cytolysis_by_host_of_symbiont_cells	8	3	0.3	0.00246
Mammalia	Group_1_+_Group_2	GO:0006977	DNA_damage_response,_signal_transduction_by_p53_class_mediator_resulting_in_cell_cycle_arrest	8	3	0.3	0.00246
Mammalia	Group_1_+_Group_2	GO:0097527	necroptotic_signaling_pathway	8	3	0.3	0.00246
Mammalia	Group_1_+_Group_2	GO:0006924	activation-induced_cell_death_of_T_cells	10	3	0.37	0.00499
Mammalia	Group_1_+_Group_2	GO:1902563	regulation_of_neutrophil_activation	10	3	0.37	0.00499
Mammalia	Group_1_+_Group_2	GO:0010526	retrotransposon_silencing	10	3	0.37	0.00499
Mammalia	Group_1_+_Group_2	GO:0032754	positive_regulation_of_interleukin-5_production	10	3	0.37	0.00499
Mammalia	Group_1_+_Group_2	GO:2000551	regulation_of_T-helper_2_cell_cytokine_production	10	3	0.37	0.00499
Mammalia	Group_1_+_Group_2	GO:1901731	positive_regulation_of_platelet_aggregation	10	3	0.37	0.00499
Mammalia	Group_1_+_Group_2	GO:0032736	positive_regulation_of_interleukin-13_production	11	3	0.41	0.00667
Mammalia	Group_1_+_Group_2	GO:0007343	egg_activation	11	3	0.41	0.00667
Mammalia	Group_1_+_Group_2	GO:0035723	interleukin-15-mediated_signaling_pathway	11	3	0.41	0.00667
Mammalia	Group_1_+_Group_2	GO:0150079	negative_regulation_of_neuroinflammatory_response	12	3	0.44	0.00865
Mammalia	Group_1_+_Group_2	GO:0060046	regulation_of_acrosome_reaction	13	3	0.48	0.01094
Mammalia	Group_1_+_Group_2	GO:0002323	natural_killer_cell_activation_involved_in_immune_response	13	3	0.48	0.01094
Mammalia	Group_1_+_Group_2	GO:0030889	negative_regulation_of_B_cell_proliferation	13	3	0.48	0.01094
Mammalia	Group_1_+_Group_2	GO:0006957	complement_activation,_alternative_pathway	14	3	0.52	0.01354
Mammalia	Group_1_+_Group_2	GO:0043306	positive_regulation_of_mast_cell_degranulation	14	3	0.52	0.01354
Mammalia	Group_1_+_Group_2	GO:1903027	regulation_of_opsonization	14	3	0.52	0.01354
Mammalia	Group_1_+_Group_2	GO:0023035	CD40_signaling_pathway	14	3	0.52	0.01354
Mammalia	Group_1_+_Group_2	GO:0033008	positive_regulation_of_mast_cell_activation_involved_in_immune_response	14	3	0.52	0.01354
Mammalia	Group_1_+_Group_2	GO:0045064	T-helper_2_cell_differentiation	15	3	0.56	0.01647
Mammalia	Group_1_+_Group_2	GO:0043031	negative_regulation_of_macrophage_activation	15	3	0.56	0.01647
Mammalia	Group_1_+_Group_2	GO:0002730	regulation_of_dendritic_cell_cytokine_production	16	3	0.59	0.01973
Mammalia	Group_1_+_Group_2	GO:0032516	positive_regulation_of_phosphoprotein_phosphatase_activity	16	3	0.59	0.01973
Mammalia	Group_1_+_Group_2	GO:0046597	negative_regulation_of_viral_entry_into_host_cell	16	3	0.59	0.01973
Mammalia	Group_1_+_Group_2	GO:0043045	epigenetic_programming_of_gene_expression	16	3	0.59	0.01973
Mammalia	Group_1_+_Group_2	GO:0002371	dendritic_cell_cytokine_production	16	3	0.59	0.01973
Mammalia	Group_1_+_Group_2	GO:1901538	changes_to_DNA_methylation_involved_in_embryo_development	16	3	0.59	0.01973
Mammalia	Group_1_+_Group_2	GO:0002888	positive_regulation_of_myeloid_leukocyte_mediated_immunity	17	3	0.63	0.02331
Mammalia	Group_1_+_Group_2	GO:0002544	chronic_inflammatory_response	17	3	0.63	0.02331
Mammalia	Group_1_+_Group_2	GO:0002693	positive_regulation_of_cellular_extravasation	17	3	0.63	0.02331
Mammalia	Group_1_+_Group_2	GO:0002827	positive_regulation_of_T-helper_1_type_immune_response	18	3	0.67	0.02722
Mammalia	Group_1_+_Group_2	GO:0045346	regulation_of_MHC_class_II_biosynthetic_process	18	3	0.67	0.02722
Mammalia	Group_1_+_Group_2	GO:0042832	defense_response_to_protozoan	19	3	0.7	0.03145
Mammalia	Group_1_+_Group_2	GO:0045342	MHC_class_II_biosynthetic_process	19	3	0.7	0.03145
Mammalia	Group_1_+_Group_2	GO:0040019	positive_regulation_of_embryonic_development	19	3	0.7	0.03145
Mammalia	Group_1_+_Group_2	GO:0060340	positive_regulation_of_type_I_interferon-mediated_signaling_pathway	19	3	0.7	0.03145
Mammalia	Group_1_+_Group_2	GO:0060333	type_II_interferon-mediated_signaling_pathway	19	3	0.7	0.03145
Mammalia	Group_1_+_Group_2	GO:0032753	positive_regulation_of_interleukin-4_production	20	3	0.74	0.03602
Mammalia	Group_1_+_Group_2	GO:0045063	T-helper_1_cell_differentiation	21	3	0.78	0.04090
Mammalia	Group_1_+_Group_2	GO:0042104	positive_regulation_of_activated_T_cell_proliferation	22	3	0.81	0.04609
Mammalia	Group_1_+_Group_2	GO:0002726	positive_regulation_of_T_cell_cytokine_production	22	3	0.81	0.04609
Mammalia	Group_1_+_Group_2	GO:1903660	negative_regulation_of_complement-dependent_cytotoxicity	2	2	0.07	0.00137
Mammalia	Group_1_+_Group_2	GO:0097528	execution_phase_of_necroptosis	2	2	0.07	0.00137
Mammalia	Group_1_+_Group_2	GO:0030887	positive_regulation_of_myeloid_dendritic_cell_activation	2	2	0.07	0.00137
Mammalia	Group_1_+_Group_2	GO:0009609	response_to_symbiotic_bacterium	4	2	0.15	0.00781
Mammalia	Group_1_+_Group_2	GO:0048006	antigen_processing_and_presentation,_endogenous_lipid_antigen_via_MHC_class_Ib	4	2	0.15	0.00781
Mammalia	Group_1_+_Group_2	GO:0050859	negative_regulation_of_B_cell_receptor_signaling_pathway	4	2	0.15	0.00781
Mammalia	Group_1_+_Group_2	GO:0002765	immune_response-inhibiting_signal_transduction	5	2	0.19	0.01270
Mammalia	Group_1_+_Group_2	GO:0036015	response_to_interleukin-3	5	2	0.19	0.01270
Mammalia	Group_1_+_Group_2	GO:0036016	cellular_response_to_interleukin-3	5	2	0.19	0.01270
Mammalia	Group_1_+_Group_2	GO:2000416	regulation_of_eosinophil_migration	5	2	0.19	0.01270
Mammalia	Group_1_+_Group_2	GO:0033634	positive_regulation_of_cell-cell_adhesion_mediated_by_integrin	5	2	0.19	0.01270
Mammalia	Group_1_+_Group_2	GO:0045630	positive_regulation_of_T-helper_2_cell_differentiation	5	2	0.19	0.01270
Mammalia	Group_1_+_Group_2	GO:0043313	regulation_of_neutrophil_degranulation	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0033141	positive_regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0002826	negative_regulation_of_T-helper_1_type_immune_response	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0106300	protein-DNA_covalent_cross-linking_repair	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0045341	MHC_class_I_biosynthetic_process	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0045343	regulation_of_MHC_class_I_biosynthetic_process	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0048007	antigen_processing_and_presentation,_exogenous_lipid_antigen_via_MHC_class_Ib	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0060332	positive_regulation_of_response_to_type_II_interferon	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0060335	positive_regulation_of_type_II_interferon-mediated_signaling_pathway	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:2000659	regulation_of_interleukin-1-mediated_signaling_pathway	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0060545	positive_regulation_of_necroptotic_process	6	2	0.22	0.01859
Mammalia	Group_1_+_Group_2	GO:0043307	eosinophil_activation	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0002733	regulation_of_myeloid_dendritic_cell_cytokine_production	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0002735	positive_regulation_of_myeloid_dendritic_cell_cytokine_production	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:2000391	positive_regulation_of_neutrophil_extravasation	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0010940	positive_regulation_of_necrotic_cell_death	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0060467	negative_regulation_of_fertilization	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0060468	prevention_of_polyspermy	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0071358	cellular_response_to_type_III_interferon	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0038196	type_III_interferon-mediated_signaling_pathway	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0002372	myeloid_dendritic_cell_cytokine_production	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0062100	positive_regulation_of_programmed_necrotic_cell_death	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0001781	neutrophil_apoptotic_process	7	2	0.26	0.02539
Mammalia	Group_1_+_Group_2	GO:0043312	neutrophil_degranulation	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0042796	snRNA_transcription_by_RNA_polymerase_III	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0034342	response_to_type_III_interferon	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:1903589	positive_regulation_of_blood_vessel_endothelial_cell_proliferation_involved_in_sprouting_angiogenesis	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:2000389	regulation_of_neutrophil_extravasation	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0002674	negative_regulation_of_acute_inflammatory_response	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0002638	negative_regulation_of_immunoglobulin_production	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0032650	regulation_of_interleukin-1_alpha_production	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0032610	interleukin-1_alpha_production	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0035771	interleukin-4-mediated_signaling_pathway	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0045869	negative_regulation_of_single_stranded_viral_RNA_replication_via_double_stranded_DNA_intermediate	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0071352	cellular_response_to_interleukin-2	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:2000553	positive_regulation_of_T-helper_2_cell_cytokine_production	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0038110	interleukin-2-mediated_signaling_pathway	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0033004	negative_regulation_of_mast_cell_activation	8	2	0.3	0.03304
Mammalia	Group_1_+_Group_2	GO:0070669	response_to_interleukin-2	9	2	0.33	0.04145
Mammalia	Group_1_+_Group_2	GO:0061518	microglial_cell_proliferation	9	2	0.33	0.04145
Mammalia	Group_1_+_Group_2	GO:0033139	regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein	9	2	0.33	0.04145
Mammalia	Group_1_+_Group_2	GO:0044406	adhesion_of_symbiont_to_host	9	2	0.33	0.04145
Mammalia	Group_1_+_Group_2	GO:0010918	positive_regulation_of_mitochondrial_membrane_potential	9	2	0.33	0.04145
Mammalia	Group_1_+_Group_2	GO:0033632	regulation_of_cell-cell_adhesion_mediated_by_integrin	9	2	0.33	0.04145
Mammalia	Group_1_+_Group_2	GO:0045625	regulation_of_T-helper_1_cell_differentiation	9	2	0.33	0.04145
Mammalia	Group_1_+_Group_2	GO:0045628	regulation_of_T-helper_2_cell_differentiation	9	2	0.33	0.04145
Mammalia	Group_1_+_Group_2	GO:1901625	cellular_response_to_ergosterol	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0043497	regulation_of_protein_heterodimerization_activity	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1902569	negative_regulation_of_activation_of_Janus_kinase_activity	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0071660	positive_regulation_of_IP-10_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0044355	clearance_of_foreign_intracellular_DNA	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0071652	regulation_of_chemokine_(C-C_motif)_ligand_1_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0071654	positive_regulation_of_chemokine_(C-C_motif)_ligand_1_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0002736	regulation_of_plasmacytoid_dendritic_cell_cytokine_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0002737	negative_regulation_of_plasmacytoid_dendritic_cell_cytokine_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0071610	chemokine_(C-C_motif)_ligand_1_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0051673	disruption_of_plasma_membrane_integrity_in_another_organism	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0150073	regulation_of_protein-glutamine_gamma-glutamyltransferase_activity	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0150074	positive_regulation_of_protein-glutamine_gamma-glutamyltransferase_activity	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0032759	positive_regulation_of_TRAIL_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1905151	negative_regulation_of_voltage-gated_sodium_channel_activity	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0160006	Fc_receptor-mediated_immune_complex_endocytosis	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0032723	positive_regulation_of_connective_tissue_growth_factor_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1905154	negative_regulation_of_membrane_invagination	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0032745	positive_regulation_of_interleukin-21_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0016068	type_I_hypersensitivity	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1904784	NLRP1_inflammasome_complex_assembly	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0035397	helper_T_cell_enhancement_of_adaptive_immune_response	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1905223	epicardium_morphogenesis	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0050902	leukocyte_adhesive_activation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0002518	lymphocyte_chemotaxis_across_high_endothelial_venule	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0034156	negative_regulation_of_toll-like_receptor_7_signaling_pathway	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1904848	negative_regulation_of_cell_chemotaxis_to_fibroblast_growth_factor	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0120042	negative_regulation_of_macrophage_proliferation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0034125	negative_regulation_of_MyD88-dependent_toll-like_receptor_signaling_pathway	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0060097	cytoskeletal_rearrangement_involved_in_phagocytosis,_engulfment	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:2000422	regulation_of_eosinophil_chemotaxis	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:2000424	positive_regulation_of_eosinophil_chemotaxis	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0090073	positive_regulation_of_protein_homodimerization_activity	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0051977	lysophospholipid_transport	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0032665	regulation_of_interleukin-21_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0032679	regulation_of_TRAIL_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0032625	interleukin-21_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0032639	TRAIL_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0001971	negative_regulation_of_activation_of_membrane_attack_complex	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0036496	regulation_of_translational_initiation_by_eIF2_alpha_dephosphorylation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0036497	eIF2alpha_dephosphorylation_in_response_to_endoplasmic_reticulum_stress	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:2000229	regulation_of_pancreatic_stellate_cell_proliferation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0051041	positive_regulation_of_calcium-independent_cell-cell_adhesion	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:2000231	positive_regulation_of_pancreatic_stellate_cell_proliferation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1900450	negative_regulation_of_glutamate_receptor_signaling_pathway	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0018003	peptidyl-lysine_N6-acetylation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1903916	regulation_of_endoplasmic_reticulum_stress-induced_eIF2_alpha_dephosphorylation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1903917	positive_regulation_of_endoplasmic_reticulum_stress-induced_eIF2_alpha_dephosphorylation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0099046	clearance_of_foreign_intracellular_nucleic_acids	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0150140	regulation_of_CD86_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0150142	positive_regulation_of_CD86_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0150143	regulation_of_CD80_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0150145	positive_regulation_of_CD80_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0036153	triglyceride_acyl-chain_remodeling	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0036155	acylglycerol_acyl-chain_remodeling	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1905675	negative_regulation_of_adaptive_immune_memory_response	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0090320	regulation_of_chylomicron_remnant_clearance	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0090321	positive_regulation_of_chylomicron_remnant_clearance	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0140121	Lewy_body_formation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0140122	regulation_of_Lewy_body_formation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0140123	negative_regulation_of_Lewy_body_formation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1902310	positive_regulation_of_peptidyl-serine_dephosphorylation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:2000545	negative_regulation_of_endothelial_cell_chemotaxis_to_fibroblast_growth_factor	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0060101	negative_regulation_of_phagocytosis,_engulfment	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0070246	natural_killer_cell_apoptotic_process	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0070247	regulation_of_natural_killer_cell_apoptotic_process	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1901251	positive_regulation_of_lung_goblet_cell_differentiation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1901247	negative_regulation_of_lung_ciliated_cell_differentiation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1901249	regulation_of_lung_goblet_cell_differentiation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0030186	melatonin_metabolic_process	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0030187	melatonin_biosynthetic_process	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0072343	pancreatic_stellate_cell_proliferation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0010185	regulation_of_cellular_defense_response	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0010186	positive_regulation_of_cellular_defense_response	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0002384	hepatic_immune_response	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:1903496	response_to_11-deoxycorticosterone	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0002373	plasmacytoid_dendritic_cell_cytokine_production	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0098784	biofilm_matrix_organization	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0098786	biofilm_matrix_disassembly	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0002450	B_cell_antigen_processing_and_presentation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0046603	negative_regulation_of_mitotic_centrosome_separation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0002470	plasmacytoid_dendritic_cell_antigen_processing_and_presentation	1	1	0.04	0.03702
Mammalia	Group_1_+_Group_2	GO:0072139	glomerular_parietal_epithelial_cell_differentiation	1	1	0.04	0.03702
Bivalvia	Group_1	GO:0080090	regulation_of_primary_metabolic_process	673	47	23.83	0.02305
Bivalvia	Group_1	GO:0019219	regulation_of_nucleobase-containing_compound_metabolic_process	541	36	19.16	0.02702
Bivalvia	Group_1	GO:0051252	regulation_of_RNA_metabolic_process	517	32	18.31	0.03415
Bivalvia	Group_1	GO:0006950	response_to_stress	370	29	13.1	0.02704
Bivalvia	Group_1	GO:0033554	cellular_response_to_stress	275	21	9.74	0.04194
Bivalvia	Group_1	GO:0051172	negative_regulation_of_nitrogen_compound_metabolic_process	117	15	4.14	0.00749
Bivalvia	Group_1	GO:0031325	positive_regulation_of_cellular_metabolic_process	125	15	4.43	0.01000
Bivalvia	Group_1	GO:0006310	DNA_recombination	66	13	2.34	0.00099
Bivalvia	Group_1	GO:0051173	positive_regulation_of_nitrogen_compound_metabolic_process	137	13	4.85	0.03359
Bivalvia	Group_1	GO:0010629	negative_regulation_of_gene_expression	78	11	2.76	0.00344
Bivalvia	Group_1	GO:0048513	animal_organ_development	83	11	2.94	0.01719
Bivalvia	Group_1	GO:0045934	negative_regulation_of_nucleobase-containing_compound_metabolic_process	64	11	2.27	0.01863
Bivalvia	Group_1	GO:0006915	apoptotic_process	95	9	3.36	0.00621
Bivalvia	Group_1	GO:0045892	negative_regulation_of_DNA-templated_transcription	59	9	2.09	0.01512
Bivalvia	Group_1	GO:1902679	negative_regulation_of_RNA_biosynthetic_process	59	9	2.09	0.01512
Bivalvia	Group_1	GO:0051253	negative_regulation_of_RNA_metabolic_process	61	9	2.16	0.01918
Bivalvia	Group_1	GO:0006417	regulation_of_translation	52	8	1.84	0.00043
Bivalvia	Group_1	GO:0051726	regulation_of_cell_cycle	75	8	2.66	0.03991
Bivalvia	Group_1	GO:0065009	regulation_of_molecular_function	114	8	4.04	0.04846
Bivalvia	Group_1	GO:0045893	positive_regulation_of_DNA-templated_transcription	67	7	2.37	0.00908
Bivalvia	Group_1	GO:0042981	regulation_of_apoptotic_process	70	7	2.48	0.01145
Bivalvia	Group_1	GO:0043067	regulation_of_programmed_cell_death	72	7	2.55	0.01326
Bivalvia	Group_1	GO:0000122	negative_regulation_of_transcription_by_RNA_polymerase_II	31	5	1.1	0.00426
Bivalvia	Group_1	GO:0006402	mRNA_catabolic_process	35	5	1.24	0.00725
Bivalvia	Group_1	GO:0045944	positive_regulation_of_transcription_by_RNA_polymerase_II	38	5	1.35	0.01030
Bivalvia	Group_1	GO:0071310	cellular_response_to_organic_substance	52	5	1.84	0.03586
Bivalvia	Group_1	GO:0009628	response_to_abiotic_stimulus	53	5	1.88	0.03850
Bivalvia	Group_1	GO:0051248	negative_regulation_of_protein_metabolic_process	55	5	1.95	0.04413
Bivalvia	Group_1	GO:0030155	regulation_of_cell_adhesion	11	4	0.39	0.00041
Bivalvia	Group_1	GO:0048568	embryonic_organ_development	12	4	0.42	0.00061
Bivalvia	Group_1	GO:0051607	defense_response_to_virus	13	4	0.46	0.00085
Bivalvia	Group_1	GO:0010569	regulation_of_double-strand_break_repair_via_homologous_recombination	5	4	0.18	0.00359
Bivalvia	Group_1	GO:0000902	cell_morphogenesis	31	4	1.1	0.02274
Bivalvia	Group_1	GO:0000280	nuclear_division	38	4	1.35	0.04409
Bivalvia	Group_1	GO:0050769	positive_regulation_of_neurogenesis	5	3	0.18	0.00042
Bivalvia	Group_1	GO:0001819	positive_regulation_of_cytokine_production	7	3	0.25	0.00138
Bivalvia	Group_1	GO:0070192	chromosome_organization_involved_in_meiotic_cell_cycle	7	3	0.25	0.00138
Bivalvia	Group_1	GO:0007368	determination_of_left/right_symmetry	7	3	0.25	0.00138
Bivalvia	Group_1	GO:0001894	tissue_homeostasis	10	3	0.35	0.00437
Bivalvia	Group_1	GO:0003007	heart_morphogenesis	10	3	0.35	0.00437
Bivalvia	Group_1	GO:0008285	negative_regulation_of_cell_population_proliferation	10	3	0.35	0.00437
Bivalvia	Group_1	GO:0051093	negative_regulation_of_developmental_process	11	3	0.39	0.00585
Bivalvia	Group_1	GO:0001501	skeletal_system_development	11	3	0.39	0.00585
Bivalvia	Group_1	GO:0007517	muscle_organ_development	13	3	0.46	0.00963
Bivalvia	Group_1	GO:0061982	meiosis_I_cell_cycle_process	14	3	0.5	0.01194
Bivalvia	Group_1	GO:0007127	meiosis_I	14	3	0.5	0.01194
Bivalvia	Group_1	GO:0010257	NADH_dehydrogenase_complex_assembly	17	3	0.6	0.02063
Bivalvia	Group_1	GO:0032981	mitochondrial_respiratory_chain_complex_I_assembly	17	3	0.6	0.02063
Bivalvia	Group_1	GO:0051345	positive_regulation_of_hydrolase_activity	17	3	0.6	0.02063
Bivalvia	Group_1	GO:0140013	meiotic_nuclear_division	17	3	0.6	0.02063
Bivalvia	Group_1	GO:0005976	polysaccharide_metabolic_process	18	3	0.64	0.02412
Bivalvia	Group_1	GO:0048729	tissue_morphogenesis	19	3	0.67	0.02791
Bivalvia	Group_1	GO:0035295	tube_development	20	3	0.71	0.03200
Bivalvia	Group_1	GO:0042274	ribosomal_small_subunit_biogenesis	21	3	0.74	0.03639
Bivalvia	Group_1	GO:0022603	regulation_of_anatomical_structure_morphogenesis	23	3	0.81	0.04603
Bivalvia	Group_1	GO:0140053	mitochondrial_gene_expression	23	3	0.81	0.04603
Bivalvia	Group_1	GO:1905168	positive_regulation_of_double-strand_break_repair_via_homologous_recombination	2	2	0.07	0.00125
